"genus_species","iucn_authority","iucn_category"
"Telatrygon acutirostra","(Nishida &amp; Nakaya, 1988)","3"
"Hemitrygon izuensis","(Nishida &amp; Nakaya, 1988)","3"
"Hypanus longus","(Garman, 1880)","3"
"Acroteriobatus annulatus","(Müller &amp; Henle, 1841)","3"
"Pseudobatos leucorhynchus","(Günther, 1867)","3"
"Zapteryx xyster","Jordan &amp; Evermann, 1896","3"
"Mobula munkiana","Notarbartolo-di-Sciara, 1987","3"
"Somniosus microcephalus","(Bloch &amp; Schneider, 1801)","3"
"Bythaelurus canescens","(Günther, 1878)","3"
"Diplobatis colombiensis","Fechhelm &amp; McEachran, 1984","3"
"Diplobatis guamachensis","Martín Salazar, 1957","3"
"Narcine brevilabiata","Bessednov, 1966","3"
"Bathyraja albomaculata","(Norman, 1937)","3"
"Chimaera monstrosa","Linnaeus,1758","3"
"Urobatis tumbesensis","(Chirichigno F. &amp; McEachran, 1979)","3"
"Narcine leoparda","Carvalho, 2001","3"
"Pseudobatos prahli","(Acero P. &amp; Franke, 1995)","3"
"Torpedo marmorata","Risso, 1810","3"
"Rostroraja velezi","(Chirichigno F., 1973)","3"
"Myliobatis tobijei","Bleeker, 1854","3"
"Oxynotus paradoxus","Frade, 1929","3"
"Scymnodon ichiharai","Yano &amp; Tanaka, 1984","3"
"Hemitriakis complicofasciata","Takahashi &amp; Nakaya, 2004","3"
"Etmopterus spinax","(Linnaeus, 1758)","3"
"Urotrygon simulatrix","Miyake &amp; McEachran, 1988","3"
"Torpedo torpedo","(Linnaeus, 1758)","3"
"Squalus hemipinnis","White, Last &amp; Yearsley, 2007","3"
"Dasyatis pastinaca","(Linnaeus, 1758)","3"
"Pseudobatos glaucostigmus","(Jordan &amp; Gilbert, 1883)","3"
"Malacoraja senta","(Garman, 1885)","3"
"Scyliorhinus stellaris","(Linnaeus, 1758)","3"
"Mustelus punctulatus","Risso, 1827","3"
"Okamejei meerdervoortii","(Bleeker, 1860)","3"
"Leucoraja wallacei","(Hulley, 1970)","3"
"Zanobatus schoenleinii","(Müller &amp; Henle, 1841)","3"
"Narcine lingula","Richardson, 1846","3"
"Okamejei hollandi","(Jordan &amp; Richardson, 1909)","3"
"Amblyraja radiata","(Donovan, 1808)","3"
"Narcine maculata","(Shaw, 1804)","3"
"Mustelus widodoi","White &amp; Last, 2006","3"
"Narke dipterygia","(Bloch &amp; Schneider, 1801)","3"
"Chiloscyllium burmensis","Dingerkus &amp; DeFino, 1983","3"
"Hemitrygon laevigata","(Chu, 1960)","3"
"Benthobatis yangi","Carvalho, Compagno &amp; Ebert, 2003","3"
"Gymnura japonica","(Temminck &amp; Schlegel, 1850)","3"
"Okamejei acutispina","(Ishiyama, 1958)","3"
"Paragaleus leucolomatus","Compagno &amp; Smale, 1985","3"
"Okamejei kenojei","(Müller &amp; Henle, 1841)","3"
"Bathyraja irrasa","Hureau &amp; Ozouf-Costaz, 1980","3"
"Rhizoprionodon longurio","(Jordan &amp; Gilbert, 1882)","3"
"Haploblepharus kistnasamyi","Human &amp; Compagno, 2006","3"
"Cirrhoscyllium formosanum","Teng, 1959","3"
"Rostroraja equatorialis","(Jordan &amp; Bollman, 1890)","3"
"Narcine entemedor","Jordan &amp; Starks, 1895","3"
"Okamejei schmidti","(Ishiyama, 1958)","3"
"Proscyllium habereri","Hilgendorf, 1904","3"
"Okamejei boesemani","(Ishihara, 1987)","3"
"Hemitrygon navarrae","(Steindachner, 1892)","3"
"Temera hardwickii","Gray, 1831","3"
"Pastinachus ater","(Macleay, 1883)","3"
"Squalus acanthias","Linnaeus, 1758","3"
"Lachnolaimus maximus","(Walbaum, 1792)","3"
"Hippocampus comes","Cantor, 1849","3"
"Cynoscion othonopterus","Jordan &amp; Gilbert, 1882","3"
"Odontoscion eurymesops","(Heller &amp; Snodgrass, 1903)","3"
"Pseudotolithus senegallus","(Cuvier, 1830)","3"
"Umbrina cirrosa","(Linnaeus, 1758)","3"
"Umbrina galapagorum","Steindachner, 1878","3"
"Dipulus norfolkanus","Machida, 1993","3"
"Tenualosa toli","(Valenciennes, 1847)","3"
"Neoopisthopterus cubanus","Hildebrand, 1948","3"
"Dipturus brevicaudatus","(Marini, 1933)","3"
"Styracura pacifica","(Beebe &amp; Tee-Van, 1941)","3"
"Gobiodon aoyagii","Shibukawa, Suzuki &amp; Aizawa, 2013","3"
"Epinephelus itajara","(Lichtenstein, 1822)","3"
"Eviota pamae","Allen, Brooks &amp; Erdmann, 2013","3"
"Parmaturus angelae","Soares, Carvalho, Schwingel &amp; Gadig, 2019","3"
"Clidoderma asperrimum","(Temminck &amp; Schlegel, 1846)","3"
"Eopsetta grigorjewi","(Herzenstein, 1890)","3"
"Platichthys bicoloratus","(Basilewsky, 1855)","3"
"Verasper moseri","Jordan &amp; Gilbert, 1898","3"
"Leptachirus alleni","Randall, 2007","3"
"Pogonias courbina","(Lacepède, 1803)","3"
"Champsocephalus esox","(Günther, 1861)","3"
"Paralichthys patagonicus","Jordan, 1889","3"
"Platyrhina hyugaensis","Iwatsuki, Miyamoto &amp; Nakaya, 2011","3"
"Platyrhina tangi","Iwatsuki, Zhang &amp; Nakaya, 2011","3"
"Dipturus chinensis","(Basilewsky, 1855)","3"
"Carcharhinus amboinensis","(Müller &amp; Henle, 1839)","3"
"Triaenodon obesus","(Rüppell, 1837)","3"
"Nebrius ferrugineus","(Lesson, 1831)","3"
"Chaenogaleus macrostoma","(Bleeker, 1852)","3"
"Paragaleus randalli","Compagno, Krupp &amp; Carpenter, 1996","3"
"Ctenogobius claytonii","(Meek, 1902)","3"
"Megalops atlanticus","Valenciennes, 1847","3"
"Hyphessobrycon fernandezi","Fernández-Yépez, 1972","3"
"Okamejei cairae","Last, Fahmi &amp; Ishihara, 2010","3"
"Rhinobatos ranongensis","Last, Séret &amp; Naylor, 2019","3"
"Anguilla borneensis","Popta, 1924","3"
"Anguilla luzonensis","Watanabe, Aoyama &amp; Tsukamoto, 2009","3"
"Notarius neogranatensis","(Acero P. &amp; Betancur-R., 2002)","3"
"Pateobatis jenkinsii","(Annandale, 1909)","3"
"Sanopus astrifer","(Robins &amp; Starck, 1965)","3"
"Urogymnus granulatus","(Macleay, 1883)","3"
"Narcine atzi","Carvalho &amp; Randall, 2003","3"
"Narcine timlei","(Bloch &amp; Schneider, 1801)","3"
"Hypanus berthalutzae","Petean, Naylor &amp; Lima, 2020","3"
"Plectropomus areolatus","(Rüppell, 1830)","3"
"Pseudobatos buthi","Rutledge, 2019","3"
"Hemiscyllium galei","Allen &amp; Erdmann, 2008","3"
"Hemiscyllium henryi","Allen &amp; Erdmann, 2008","3"
"Hemiscyllium michaeli","Allen &amp; Dudgeon, 2010","3"
"Hemiscyllium strahani","Whitley, 1967","3"
"Myliobatis freminvillei","Lesueur, 1824","3"
"Narke japonica","(Temminck &amp; Schlegel, 1850)","3"
"Carcharhinus albimarginatus","(Rüppell, 1837)","3"
"Carcharhinus falciformis","(Bibron, 1839)","3"
"Lithognathus lithognathus","(Cuvier, 1829)","4"
"Menidia conchorum","Hildebrand &amp; Ginsburg, 1927","4"
"Pseudobatos percellens","(Walbaum, 1792)","4"
"Carcharhinus acronotus","(Poey, 1860)","4"
"Mobula hypostoma","(Bancroft, 1831)","4"
"Petrus rupestris","(Valenciennes, 1830)","4"
"Chrysoblephus gibbiceps","(Valenciennes, 1830)","4"
"Clinus latipennis","Valenciennes, 1836","4"
"Springeratus polyporatus","Fraser, 1972","4"
"Elacatinus atronasus","(Böhlke &amp; Robins, 1968)","4"
"Elacatinus jarocho","Taylor &amp; Akins, 2007","4"
"Gobiosoma spilotum","(Ginsburg, 1939)","4"
"Halichoeres burekae","Weaver &amp; Rocha, 2007","4"
"Neopomacentrus aquadulcis","Jenkins &amp; Allen, 2002","4"
"Sicyopterus eudentatus","Parenti &amp; Maciolek, 1993","4"
"Takifugu plagiocellatus","Li, 2002","4"
"Chelonodon pleurospilus","(Regan, 1919)","4"
"Canthigaster cyanetron","Randall &amp; Cea Egaña, 1989","4"
"Canthigaster sanctaehelenae","(Günther, 1870)","4"
"Rhincodon typus","Smith, 1828","4"
"Sicyopterus rapa","Parenti &amp; Maciolek, 1996","4"
"Sicyopterus sarasini","Weber &amp; de Beaufort, 1915","4"
"Smilosicyopus sasali","(Keith &amp; Marquet, 2005)","4"
"Stiphodon julieni","Keith, Watson &amp; Marquet, 2002","4"
"Sanopus reticulatus","Collette, 1983","4"
"Canthigaster rapaensis","Allen &amp; Randall, 1977","4"
"Carcharhinus obscurus","(Lesueur, 1818)","4"
"Carcharhinus plumbeus","(Nardo, 1827)","4"
"Centrophorus granulosus","(Bloch &amp; Schneider, 1801)","4"
"Isurus oxyrinchus","Rafinesque, 1810","4"
"Echinorhinus brucus","(Bonnaterre, 1788)","4"
"Squalus mitsukurii","Jordan &amp; Snyder, 1903","4"
"Clinus spatulatus","Bennett, 1983","4"
"Dasyatis hypostigma","Santos &amp; Carvalho, 2004","4"
"Styracura schmardae","(Werner, 1904)","4"
"Mustelus higmani","Springer &amp; Lowe, 1963","4"
"Carcharhinus perezi","(Poey, 1876)","4"
"Carcharhinus signatus","(Poey, 1868)","4"
"Isurus paucus","Guitart, 1966","4"
"Atlantoraja cyclophora","(Regan, 1903)","4"
"Zapteryx brevirostris","(Müller &amp; Henle, 1841)","4"
"Atlantoraja platana","(Günther, 1880)","4"
"Dipturus trachydermus","(Krefft &amp; Stehmann, 1975)","4"
"Gymnura altavela","(Linnaeus, 1758)","4"
"Galaxias postvectis","Clarke, 1899","4"
"Hippoglossus hippoglossus","(Linnaeus, 1758)","4"
"Liza luciae","(Penrith &amp; Penrith, 1967)","4"
"Enneapterygius namarrgon","Fricke, 1997","4"
"Paraclinus magdalenae","Rosenblatt &amp; Parr, 1969","4"
"Raja undulata","Lacepède, 1802","4"
"Chaetodontoplus vanderloosi","Allen &amp; Steene, 2004","4"
"Colpichthys hubbsi","Crabtree, 1989","4"
"Gobiosoma homochroma","(Ginsburg, 1939)","4"
"Paralabrax albomaculatus","(Jenyns, 1840)","4"
"Tomicodon abuelorum","Szelistowski, 1990","4"
"Notarius bonillai","(Miles, 1945)","4"
"Paramyxine taiwanae","Shen &amp; Tao, 1975","4"
"Myxine paucidens","Regan, 1913","4"
"Sebastes fasciatus","Storer, 1854","4"
"Sebastolobus alascanus","Bean, 1890","4"
"Cheilinus undulatus","Rüppell, 1835","4"
"Rostroraja alba","(Lacepède, 1803)","4"
"Pterapogon kauderni","Koumans, 1933","4"
"Dipturus canutus","Last, 2008","4"
"Merluccius senegalensis","Cadenat, 1950","4"
"Ogilbichthys ferocis","Møller, Schwarzhans &amp; Nielsen, 2004","4"
"Raja radula","Delaroche, 1809","4"
"Lopholatilus chamaeleonticeps","Goode &amp; Bean, 1879","4"
"Sanopus splendidus","Collette, Starck &amp; Phillips, 1974","4"
"Lethrinus mahsena","(Forsskål, 1775)","4"
"Scarus trispinosus","Valenciennes, 1840","4"
"Bathygobius burtoni","(O'Shaughnessy, 1875)","4"
"Hippocampus whitei","Bleeker, 1855","4"
"Anchoa choerostoma","(Goode, 1874)","4"
"Halichoeres socialis","Randall &amp; Lobel, 2003","4"
"Hypoplectrus castroaguirrei","Del Moral Flores, Tello-Musi &amp; Martínez-Pérez, 2012","4"
"Entomacrodus solus","Williams &amp; Bogorodsky, 2010","4"
"Leucoraja circularis","(Couch, 1838)","4"
"Pomatoschistus tortonesei","Miller, 1969","4"
"Cynoscion regalis","(Bloch & Schneider, 1801)","4"
"Argyrosomus japonicus","(Temminck & Schlegel, 1843)","4"
"Argyrosomus thorpei","Smith, 1977","4"
"Hippocampus capensis","Boulenger, 1900","4"
"Evynnis cardinalis","(Lacepède, 1802)","4"
"Amblycirrhitus earnshawi","Lubbock, 1978","4"
"Priolepis ascensionis","(Dawson &amp; Edwards, 1987)","4"
"Scorpaena ascensionis","Eschmeyer, 1971","4"
"Scorpaena mellissii","Günther, 1868","4"
"Elacatinus cayman","Victor, 2014","4"
"Tigrigobius harveyi","Victor, 2014","4"
"Elacatinus centralis","Victor, 2014","4"
"Aetomylaeus vespertilio","(Bleeker, 1852)","4"
"Alopias pelagicus","Nakamura, 1935","4"
"Carcharhinus dussumieri","(Müller &amp; Henle, 1839)","4"
"Centrophorus harrissoni","McCulloch, 1915","4"
"Centrophorus squamosus","(Bonnaterre, 1788)","4"
"Eusphyra blochii","(Cuvier, 1816)","4"
"Mobula birostris","(Walbaum, 1792)","4"
"Squalus chloroculus","Last, White &amp; Motomura, 2007","4"
"Urolophus orarius","Last &amp; Gomon, 1987","4"
"Dipturus maugeanus","(Last &amp; Gledhill, 2007)","4"
"Hypoplectrus maya","Lobel, 2011","4"
"Lucifuga lucayana","Møller, Schwarzhans, Iliffe &amp; Nielsen, 2006","4"
"Fundulus persimilis","Miller, 1955","4"
"Neostethus geminus","Parenti, 2014","4"
"Epinephelus akaara","(Temminck &amp; Schlegel, 1842)","4"
"Mycteroperca jordani","(Jenkins &amp; Evermann, 1889)","4"
"Rhinobatos borneensis","Last, Séret &amp; Naylor, 2016","4"
"Telatrygon crozieri","(Blyth, 1860)","4"
"Hypanus marianae","(Gomes, Rosa &amp; Gadig, 2000)","4"
"Brevitrygon javaensis","(Last &amp; White, 2013)","4"
"Maculabatis macrura","(Bleeker, 1852)","4"
"Urogymnus polylepis","(Bleeker, 1852)","4"
"Pastinachus gracilicaudus","Last &amp; Manjaji-Matsumoto, 2010","4"
"Carcharhinus leiodon","Garrick, 1985","4"
"Torpedo adenensis","Carvalho, Stehmann &amp; Manilo, 2002","4"
"Aetomylaeus milvus","(Valenciennes, 1841)","4"
"Coryogalops ocheticus","(Norman, 1927)","4"
"Anguilla rostrata","(Lesueur, 1817)","4"
"Acanthogobius insularis","Shibukawa &amp; Taki 1996","4"
"Sillago parvisquamis","Gill, 1861","4"
"Neochanna cleaveri","(Scott, 1934)","4"
"Brachiopsilus dianthus","Last &amp; Gledhill, 2009","4"
"Pezichthys amplispinus","Last &amp; Gledhill, 2009","4"
"Pezichthys compressus","Last &amp; Gledhill, 2009","4"
"Sympterichthys moultoni","Last &amp; Gledhill, 2009","4"
"Acentrogobius veliensis","(Geevarghese &amp; John, 1982)","4"
"Callogobius amikami","Goren, Miroz &amp; Baranes, 1991","4"
"Drombus dentifer","(Hora, 1923)","4"
"Haploblepharus edwardsii","(Schinz, 1822)","4"
"Mustelus mustelus","(Linnaeus, 1758)","4"
"Triakis acutipinna","Kato, 1968","4"
"Centrophorus uyato","(Rafinesque, 1810)","4"
"Centrophorus isodon","(Chu, Meng &amp; Liu, 1981)","4"
"Gymnura zonura","(Bleeker, 1852)","4"
"Aetobatus flagellum","(Bloch &amp; Schneider, 1801)","4"
"Aetomylaeus maculatus","(Gray, 1834)","4"
"Rhinoptera javanica","Müller &amp; Henle, 1841","4"
"Rhinobatos hynnicephalus","Richardson, 1846","4"
"Mobula tarapacana","(Philippi, 1892)","4"
"Mobula thurstoni","(Lloyd, 1908)","4"
"Mustelus minicanis","Heemstra, 1997","4"
"Centrophorus tessellatus","Garman, 1906","4"
"Bathyraja griseocauda","(Norman, 1937)","4"
"Oxynotus centrina","(Linnaeus, 1758)","4"
"Urotrygon venezuelae","Schultz, 1949","4"
"Rhinobatos penggali","Last, White &amp; Fahmi, 2006","4"
"Nasolamia velox","(Gilbert, 1898)","4"
"Triakis scyllium","Müller &amp; Henle, 1839","4"
"Torpedo mackayana","Metzelaar, 1919","4"
"Squalus japonicus","Ishikawa, 1908","4"
"Squalus brevirostris","Tanaka, 1917","4"
"Mobula kuhlii","(Müller &amp; Henle, 1841)","4"
"Pastinachus solocirostris","Last, Manjaji &amp; Yearsley, 2005","4"
"Hemitriakis japanica","(Müller &amp; Henle, 1839)","4"
"Maculabatis pastinacoides","(Bleeker, 1852)","4"
"Paragaleus tengi","(Chen, 1963)","4"
"Urogymnus lobistoma","(Manjaji-Matsumoto &amp; Last, 2006)","4"
"Acroteriobatus leucospilus","(Norman, 1926)","4"
"Chiloscyllium hasselti","Bleeker, 1852","4"
"Torpedo bauchotae","Cadenat, Capapé &amp; Desoutter, 1978","4"
"Lamiopsis temminckii","(Müller &amp; Henle, 1839)","4"
"Hemitrygon sinensis","(Steindachner, 1892)","4"
"Platyrhina sinensis","(Bloch &amp; Schneider, 1801)","4"
"Himantura undulata","(Bleeker, 1852)","4"
"Leucoraja ocellata","(Mitchill, 1815)","4"
"Mustelus manazo","Bleeker, 1855","4"
"Holohalaelurus favus","Human, 2006","4"
"Beringraja pulchra","(Liu, 1932)","4"
"Holohalaelurus punctatus","(Gilchrist, 1914)","4"
"Halaelurus buergeri","(Müller &amp; Henle, 1838)","4"
"Himantura uarnak","(Gmelin, 1789)","4"
"Paragaleus pectoralis","(Garman, 1906)","4"
"Mustelus griseus","Pietschmann, 1908","4"
"Raja ocellifera","Regan, 1906","4"
"Gambusia xanthosoma","Greenfield, 1983","4"
"Squatina guggenheim","Marini, 1936","4"
"Pseudotolithus senegalensis","(Valenciennes, 1833)","4"
"Squatina formosa","Shen &amp; Ting, 1972","4"
"Squatina nebulosa","Regan, 1906","4"
"Squatina tergocellatoides","Chen, 1963","4"
"Notoglanidium akiri","(Risch, 1987)","4"
"Anoxypristis cuspidata","(Latham, 1794)","4"
"Pristis clavata","Garman, 1906","4"
"Clupeonella engrauliformis","(Borodin, 1904)","4"
"Clupeonella grimmi","Kessler, 1877","4"
"Coilia mystus","(Linnaeus, 1758)","4"
"Coilia nasus","Temminck &amp; Schlegel, 1846","4"
"Ginglymostoma unami","Del Moral-Flores, Ramíz-Antonio, Angulo &amp; Pérez-Ponce de León, 2015","4"
"Eviota aquila","Greenfield &amp; Jewett, 2014","4"
"Amblyeleotris neglecta","Jaafar &amp; Randall, 2009","4"
"Eviota raja","Allen, 2001","4"
"Anguilla dieffenbachii","Gray, 1842","4"
"Upeneus saiab","Uiblein &amp; Lisher, 2013","4"
"Stegostoma tigrinum","Forster, 1781","4"
"Centrophorus longipinnis","White, Ebert &amp; Naylor, 2017","4"
"Centrophorus lesliei","White, Ebert &amp; Naylor, 2017","4"
"Mobula eregoodoo","(Cantor, 1849)","4"
"Squalus formosus","White &amp; Iglésias 2011","4"
"Lamiopsis tephrodes","(Fowler, 1905)","4"
"Thunnus maccoyii","(Castelnau, 1872)","4"
"Carcharhinus amblyrhynchos","(Bleeker, 1856)","4"
"Negaprion acutidens","(Rüppell, 1837)","4"
"Neosalanx reganius","Wakiya &amp; Takahashi, 1937","4"
"Maculabatis gerrardi","(Gray, 1851)","4"
"Pateobatis bleekeri","(Blyth, 1860)","4"
"Pateobatis uarnacoides","(Bleeker, 1852)","4"
"Rhinoptera jayakari","Boulenger, 1895","4"
"Hemitriakis indroyonoi","White, Compagno &amp; Dharmadi, 2009","4"
"Anguilla japonica","Temminck &amp; Schlegel, 1846","4"
"Mobula mobular","(Bonnaterre, 1788)","4"
"Lupinoblennius paivai","(Pinto, 1958)","4"
"Narcine prodorsalis","Bessednov, 1966","4"
"Gymnura sereti","Yokota &amp; Carvalho, 2017","4"
"Chinchaysuyoa ortegai","Marceniuk, Marchena, Oliveira &amp; Betancur-R., 2019","4"
"Cetorhinus maximus","(Gunnerus, 1765)","4"
"Dipturus chilensis","(Guichenot, 1848)","4"
"Aetobatus narinari","(Euphrasen, 1790)","4"
"Sphyrna tiburo","(Linnaeus, 1758)","4"
"Chrysoblephus cristiceps","(Valenciennes, 1830)","5"
"Polysteganus undulosus","(Regan, 1908)","5"
"Takifugu chinensis","(Abe, 1949)","5"
"Akihito futuna","Keith, Marquet &amp; Watson, 2008","5"
"Stiphodon discotorquatus","Watson, 1995","5"
"Stiphodon rubromaculatus","Keith &amp; Marquet, 2007","5"
"Carcharias taurus","Rafinesque, 1810","5"
"Squatina occulta","Vooren &amp; da Silva, 1991","5"
"Galeorhinus galeus","(Linnaeus, 1758)","5"
"Carcharhinus longimanus","(Poey, 1861)","5"
"Sphyrna lewini","(Griffith &amp; Smith, 1834)","5"
"Sphyrna mokarran","(Rüppell, 1837)","5"
"Pseudobatos horkelii","(Müller &amp; Henle, 1841)","5"
"Mustelus fasciatus","(Garman, 1913)","5"
"Urotrygon microphthalmum","Delsman, 1941","5"
"Sympterygia acuta","Garman, 1877","5"
"Tetronarce puelcha","(Lahille, 1926)","5"
"Sphyrna media","Springer, 1940","5"
"Sphyrna tudes","(Valenciennes, 1822)","5"
"Mustelus schmitti","Springer, 1939","5"
"Isogomphodon oxyrhynchus","(Müller &amp; Henle, 1839)","5"
"Carcharhinus porosus","(Ranzani, 1839)","5"
"Dipturus mennii","Gomes &amp; Paragó, 2001","5"
"Huso dauricus","(Georgi, 1775)","5"
"Huso huso","(Linnaeus, 1758)","5"
"Latimeria chalumnae","Smith, 1939","5"
"Gobulus birdsongi","Hoese &amp; Reader, 2001","5"
"Paraclinus walkeri","Hubbs, 1952","5"
"Azurina eupalama","Heller &amp; Snodgrass, 1903","5"
"Psephurus gladius","(Martens, 1862)","5"
"Eptatretus octatrema","(Barnard, 1923)","5"
"Sebastes paucispinus","Ayres, 1854","5"
"Stereolepis gigas","Ayres, 1859","5"
"Callionymus sanctaehelenae","Fricke, 1983","5"
"Hucho perryi","(Brevoort, 1856)","5"
"Acipenser nudiventris","Lovetsky, 1828","5"
"Acipenser stellatus","Pallas, 1771","5"
"Acipenser sturio","Linnaeus, 1758","5"
"Acipenser gueldenstaedtii","Brandt &amp; Ratzeburg, 1833","5"
"Acipenser persicus","Borodin, 1897","5"
"Acipenser sinensis","Gray, 1835","5"
"Acipenser mikadoi","Hilgendorf, 1892","5"
"Coryphaenoides rupestris","Gunnerus, 1765","5"
"Cephaloscyllium sarawakensis","Yano, Ahmad &amp; Gambang, 2005","5"
"Epinephelus striatus","(Bloch, 1792)","5"
"Leucoraja melitensis","(Clark, 1926)","5"
"Larimichthys crocea","(Richardson, 1846)","5"
"Rhinoptera marginata","(Geoffroy Saint-Hilaire, 1817)","5"
"Syngnathus watermeyeri","Smith, 1963","5"
"Cephaloscyllium albipinnum","Last, Motomura &amp; White, 2008","5"
"Glaucostegus granulatus","(Cuvier, 1829)","5"
"Glaucostegus typus","(Anonymous [Bennett], 1830)","5"
"Rhynchobatus australiae","Whitley, 1939","5"
"Dipturus intermedius","(Parnell, 1837)","5"
"Dentiraja confusa","(Last, 2008)","5"
"Lucifuga simile","Nalbant, 1981","5"
"Rhinobatos schlegelii","Müller &amp; Henle, 1841","5"
"Rhinobatos whitei","Last, Corrigan &amp; Naylor, 2014","5"
"Rhynchobatus immaculatus","Last, Ho &amp; Chen, 2013","5"
"Myliobatis ridens","Ruocco, Lucifora, Díaz de Astarloa, Mabragaña &amp; Delpiani, 2012","5"
"Glaucostegus cemiculus","(Geoffroy Saint-Hilaire, 1817)","5"
"Fontitrygon colarensis","(Santos, Gomes &amp; Charvet-Almeida, 2004)","5"
"Fontitrygon geijskesi","(Boeseman,1948)","5"
"Fontitrygon ukpam","(Smith, 1863)","5"
"Pastinachus stellurostris","Last, Fahmi &amp; Naylor, 2010","5"
"Acroteriobatus variegatus","(Nair &amp; Lal Mohan, 1973)","5"
"Torpedo suessii","Steindachner, 1898","5"
"Maculabatis arabica","Manjaji-Matsumoto &amp; Last, 2016","5"
"Squatina legnota","Last &amp; White, 2008","5"
"Eviota ocellifer","Shibukawa &amp; Suzuki, 2005","5"
"Carcharhinus obsoletus","White, Kyne &amp; Harris, 2019","5"
"Carcharhinus hemiodon","(Müller &amp; Henle, 1839)","5"
"Urolophus javanicus","(Martens, 1864)","5"
"Squatina aculeata","Cuvier, 1829","5"
"Squatina oculata","Bonaparte, 1840","5"
"Squatina armata","(Philippi, 1887)","5"
"Squatina argentina","(Marini, 1930)","5"
"Squatina squatina","(Linnaeus, 1758)","5"
"Rhynchobatus djiddensis","(Forsskål, 1775)","5"
"Brachionichthys hirsutus","(Lacepède, 1804)","5"
"Brachiopsilus ziebelli","Last &amp; Gledhill, 2009","5"
"Thymichthys politus","(Richardson, 1844)","5"
"Glyphis gangeticus","(Müller &amp; Henle, 1839)","5"
"Hemitriakis leucoperiptera","Herre, 1923","5"
"Carcharhinus borneensis","(Bleeker, 1858)","5"
"Rhina ancylostoma","Bloch &amp; Schneider, 1801","5"
"Rhynchobatus laevis","(Bloch &amp; Schneider, 1801)","5"
"Sphyrna corona","Springer, 1940","5"
