"","genus_species","genus","family","order","class","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"10348","Periophthalmodon freycineti","Periophthalmodon","Gobiidae","Perciformes","Teleostei","(Quoy &amp; Gaimard, 1824)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.255,NA
"10349","Stenogobius marinus","Stenogobius","Gobiidae","Perciformes","Teleostei","Watson, 1991","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05519999981,0.5
"10350","Zappa confluentus","Zappa","Gobiidae","Perciformes","Teleostei","(Roberts, 1978)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04400000095,NA
"10351","Arrhamphus sclerolepis","Arrhamphus","Hemiramphidae","Beloniformes","Teleostei","G<fc>nther, 1866","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.36,NA
"10352","Pseudomugil inconspicuus","Pseudomugil","Melanotaeniidae","Atheriniformes","Teleostei","Roberts, 1978","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.035,NA
"10353","Selenotoca multifasciata","Selenotoca","Scatophagidae","Perciformes","Teleostei","(Richardson, 1846)","1",1.2,4.7,33.57833,113,NA,NA,NA,"benthopelagic",0.4,NA
"10354","Kalyptatherina helodes","Kalyptatherina","Melanotaeniidae","Atheriniformes","Teleostei","(Ivantsoff &amp; Allen, 1984)","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.045,0.5
"10355","Mugilogobius chulae","Mugilogobius","Gobiidae","Perciformes","Teleostei","(Smith, 1932)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04,NA
"10356","Xystreurys liolepis","Xystreurys","Paralichthyidae","Pleuronectiformes","Teleostei","Jordan &amp; Gilbert, 1880","1",NA,NA,NA,NA,NA,NA,3990,"demersal",0.635,42
"10357","Achirus klunzingeri","Achirus","Achiridae","Pleuronectiformes","Teleostei","(Steindachner, 1880)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.23,27
"10358","Centropomus nigrescens","Centropomus","Centropomidae","Perciformes","Teleostei","G<fc>nther, 1864","1",2,9.3,34.01,37,NA,4.2,26190,"demersal",1.23,NA
"10359","Tetraroge barbata","Tetraroge","Scorpaenidae","Scorpaeniformes","Teleostei","(Cuvier, 1829)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,5
"10360","Eugnathogobius illotus",NA,NA,NA,NA,"(Larson, 1999)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"10361","Stiphodon elegans","Stiphodon","Gobiidae","Perciformes","Teleostei","(Steindachner, 1879)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05199999809,NA
"10362","Etmopterus marshae",NA,NA,NA,NA,"Ebert &amp; Van Hees, 2018","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",0.2339999962,329.5
"10363","Etmopterus samadiae",NA,NA,NA,NA,"White, Ebert, Mana &amp; Corrigan, 2017","1",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.265,562.5
"10364","Apristurus yangi",NA,NA,NA,NA,"White, Mana &amp; Naylor, 2017","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,708
"10365","Galeus corriganae",NA,NA,NA,NA,"White, Mana &amp; Naylor, 2016","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3720000076,621
"10366","Cephaloscyllium stevensi",NA,NA,NA,NA,"Clark &amp; Randall, 2011","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,257
"10367","Gollum suluensis",NA,NA,NA,NA,"Last &amp; Gaudiano, 2011","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.585,NA
"10368","Notoraja sereti",NA,NA,NA,NA,"White, Last &amp; Mana, 2017","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,890
"10369","Sinobatis andamanensis",NA,NA,NA,NA,"Last &amp; Bussarawit, 2016","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3790000153,513
"10370","Sinobatis brevicauda",NA,NA,NA,NA,"Weigmann &amp; Stehmann, 2016","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,1015
"10371","Sinobatis kotlyari",NA,NA,NA,NA,"Stehmann &amp; Weigmann, 2016","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",0.3309999847,NA
"10372","Microstomus kitt","Microstomus","Pleuronectidae","Pleuronectiformes","Teleostei","(Walbaum, 1792)","1",4.6,18.5,24.7716,78,NA,3.2,2950,"demersal",0.65,NA
"10373","Zeugopterus punctatus","Zeugopterus","Scophthalmidae","Pleuronectiformes","Teleostei","(Bloch, 1787)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,NA
"10374","Zeugopterus regius","Zeugopterus","Scophthalmidae","Pleuronectiformes","Teleostei","(Bonnaterre, 1788)","1",1.8,6.1,16.5547,15,NA,3.4,NA,"demersal",0.2,NA
"10375","Upeneus caudofasciatus",NA,NA,NA,NA,"Uiblein &amp; Gledhill, 2019","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.125,37.5
"10376","Upeneus heterospinus",NA,NA,NA,NA,"Uiblein &amp; Pavlov, 2019","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.16,15
"10377","Anoplocapros amygdaloides","Anoplocapros","Aracanidae","Tetraodontiformes","Teleostei","Fraser-Brunner, 1941","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,52.5
"10378","Aracana ornata","Aracana","Aracanidae","Tetraodontiformes","Teleostei","(Gray, 1838)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,32.5
"10379","Caprichthys gymnura","Caprichthys","Aracanidae","Tetraodontiformes","Teleostei","McCulloch &amp; Waite, 1915","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.11,120
"10380","Capropygia unistriata","Capropygia","Aracanidae","Tetraodontiformes","Teleostei","(Kaup, 1855)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,130
"10381","Kentrocapros rosapinto","Kentrocapros","Aracanidae","Tetraodontiformes","Teleostei","(Smith, 1949)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1430000019,187.5
"10382","Kentrocapros flavofasciatus","Kentrocapros","Aracanidae","Tetraodontiformes","Teleostei","(Kamohara, 1938)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1459000015,220
"10383","Kentrocapros aculeatus","Kentrocapros","Aracanidae","Tetraodontiformes","Teleostei","(Houttuyn, 1782)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.13,150
"10384","Polyplacapros tyleri","Polyplacapros","Aracanidae","Tetraodontiformes","Teleostei","Fujii &amp; Uyeno, 1979","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"10385","Anoplocapros inermis","Anoplocapros","Aracanidae","Tetraodontiformes","Teleostei","(Fraser-Brunner, 1935)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.37,155
"10386","Chimaera panthera",NA,NA,NA,NA,"Didier, 1998","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",1.29,673.5
"10387","Paralichthys triocellatus","Paralichthys","Paralichthyidae","Pleuronectiformes","Teleostei","Miranda Ribeiro, 1903","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2620000076,126
"10388","Xystreurys rasilis",NA,NA,NA,NA,"(Jordan, 1891)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4,NA
"10389","Etmopterus joungi",NA,NA,NA,NA,"Knuckey, Ebert &amp; Burgess, 2011","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",0.4059999847,NA
"10390","Gillichthys mirabilis","Gillichthys","Gobiidae","Perciformes","Teleostei","Cooper, 1864","1",0.7,2,12.6467,12,NA,3.2,NA,"demersal",0.21,NA
"10391","Stolephorus baganensis","Stolephorus","Engraulidae","Clupeiformes","Teleostei","Delsman, 1931","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1,25
"10392","Amblyeleotris latifasciata","Amblyeleotris","Gobiidae","Perciformes","Teleostei","Polunin &amp; Lubbock, 1979","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,22.5
"10393","Amblyeleotris ogasawarensis","Amblyeleotris","Gobiidae","Perciformes","Teleostei","Yanagisawa, 1978","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,27.5
"10394","Amblygobius bynoensis","Amblygobius","Gobiidae","Perciformes","Teleostei","(Richardson, 1844)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,NA
"10395","Amblygobius stethophthalmus","Amblygobius","Gobiidae","Perciformes","Teleostei","(Bleeker, 1851)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.085,7.5
"10396","Cryptocentroides gobioides",NA,NA,NA,NA,"(Ogilby, 1886)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,NA
"10397","Favonigobius lateralis","Favonigobius","Gobiidae","Perciformes","Teleostei","(Macleay, 1881)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09,NA
"10398","Istigobius hoshinonis","Istigobius","Gobiidae","Perciformes","Teleostei","(Tanaka, 1917)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08899999619,8.5
"10399","Pleurosicya boldinghi","Pleurosicya","Gobiidae","Perciformes","Teleostei","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.045,43.5
"10400","Priolepis boreus","Priolepis","Gobiidae","Perciformes","Teleostei","(Snyder, 1909)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02400000095,0.5
"10401","Pterogobius elapoides","Pterogobius","Gobiidae","Perciformes","Teleostei","(G<fc>nther, 1872)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08300000191,NA
"10402","Pterogobius virgo","Pterogobius","Gobiidae","Perciformes","Teleostei","(Temminck &amp; Schlegel, 1845)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"10403","Sagamia geneionema","Sagamia","Gobiidae","Perciformes","Teleostei","(Hilgendorf, 1879)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07099999905,NA
"10404","Trimma rubromaculatum",NA,NA,NA,NA,"Allen &amp; Munday, 1995","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.035,36
"10405","Valenciennea alleni","Valenciennea","Gobiidae","Perciformes","Teleostei","Hoese &amp; Larson, 1994","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07400000095,5.5
"10406","Valenciennea bella","Valenciennea","Gobiidae","Perciformes","Teleostei","Hoese &amp; Larson, 1994","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06900000095,23.5
"10407","Citharichthys stigmaeus","Citharichthys","Paralichthyidae","Pleuronectiformes","Teleostei","Jordan &amp; Gilbert, 1882","1",0.9,3,58.96528,78,NA,3.4,NA,"demersal",0.17,NA
"10408","Thryssa vitrirostris","Thryssa","Engraulidae","Clupeiformes","Teleostei","(Gilchrist &amp; Thompson, 1908)","1",1.4,4.9,57.2333,75,NA,NA,NA,"pelagic-neritic",0.2,NA
"10409","Pseudocarcharias kamoharai","Pseudocarcharias","Pseudocarchariidae","Lamniformes","Chondrichthyes","(Matsubara, 1936)","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1.1,295
"10410","Iago omanensis","Iago","Triakidae","Carcharhiniformes","Chondrichthyes","(Norman, 1939)","1",2.1,8.1,17.9499988556,64,NA,4.1,NA,"bathydemersal",0.37,NA
"10411","Kuhlia rupestris","Kuhlia","Kuhliidae","Perciformes","Teleostei","(Lacep<e8>de, 1802)","1",NA,NA,NA,NA,NA,NA,2700,"reef-associated",0.45,2.5
"10412","Atherina boyeri","Atherina","Atherinidae","Atheriniformes","Teleostei","Risso, 1810","1",5,17.5,NA,NA,"carnivorous",3.2,NA,"demersal",0.09,2
"10413","Butis butis","Butis","Eleotridae","Perciformes","Teleostei","(Hamilton, 1822)","1",1.5,4.8,57.7133,150,NA,4,NA,"demersal",0.15,NA
"10414","Alosa caspia","Alosa","Clupeidae","Clupeiformes","Teleostei","(Eichwald, 1838)","1",NA,NA,NA,NA,NA,NA,250,"pelagic-neritic",0.32,NA
"10415","Ambassis urotaenia","Ambassis","Chandidae","Perciformes","Teleostei","Bleeker, 1852","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,NA
"10416","Bostrychus sinensis","Bostrychus","Eleotridae","Perciformes","Teleostei","Lacep<e8>de, 1801","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.22,NA
"10417","Arius arius","Arius","Ariidae","Siluriformes","Teleostei","(Hamilton, 1822)","1",3.6,14.2,14.99,50,NA,3.5,NA,"demersal",0.4,NA
"10418","Bathygobius fuscus","Bathygobius","Gobiidae","Perciformes","Teleostei","(R<fc>ppell, 1830)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,3
"10419","Ambassis miops","Ambassis","Chandidae","Perciformes","Teleostei","G<fc>nther, 1872","1",0.8,2.4,46.35,99,NA,3.4,NA,"demersal",0.103,NA
"10420","Acanthogobius flavimanus","Acanthogobius","Gobiidae","Perciformes","Teleostei","(Temminck &amp; Schlegel, 1845)","1",3.5,13.5,80.9667,22,NA,3.3,NA,"demersal",0.3,NA
"10421","Butis amboinensis","Butis","Eleotridae","Perciformes","Teleostei","(Bleeker, 1853)","1",1.6,5.4,51.05,87,NA,NA,NA,"demersal",0.14,NA
"10422","Aldrichetta forsteri","Aldrichetta","Mugilidae","Mugiliformes","Teleostei","(Valenciennes, 1836)","1",NA,NA,NA,NA,NA,NA,950,"demersal",0.5,25
"10423","Boleophthalmus dussumieri","Boleophthalmus","Gobiidae","Perciformes","Teleostei","Valenciennes, 1837","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1870000076,NA
"10424","Acentrogobius caninus","Acentrogobius","Gobiidae","Perciformes","Teleostei","(Valenciennes, 1837)","1",NA,NA,NA,NA,NA,NA,51.59999847,"demersal",0.1829999924,NA
"10425","Neotrygon caeruleopunctata",NA,NA,NA,NA,"Last, White &amp; S<e9>ret, 2016","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.45,NA
"10426","Amblygobius buanensis","Amblygobius","Gobiidae","Perciformes","Teleostei","Herre, 1927","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.075,7.5
"10427","Batrachoides manglae","Batrachoides","Batrachoididae","Batrachoidiformes","Teleostei","Cervig<f3>n, 1964","1",NA,NA,NA,NA,NA,NA,350,"demersal",0.3,NA
"10428","Centropomus armatus","Centropomus","Centropomidae","Perciformes","Teleostei","Gill, 1863","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.37,NA
"10429","Centropomus ensiferus","Centropomus","Centropomidae","Perciformes","Teleostei","Poey, 1860","1",4.1,15.9,40.8833,64,NA,4,1025,"benthopelagic",0.362,NA
"10430","Centropomus viridis","Centropomus","Centropomidae","Perciformes","Teleostei","Lockington, 1877","1",NA,NA,NA,NA,NA,NA,21540,"demersal",1.3,NA
"10431","Chelonodon laticeps",NA,NA,NA,NA,"Smith, 1948","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,NA
"10432","Colomesus psittacus","Colomesus","Tetraodontidae","Tetraodontiformes","Teleostei","(Bloch &amp; Schneider, 1801)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2929999924,20.5
"10433","Contusus brevicaudus","Contusus","Tetraodontidae","Tetraodontiformes","Teleostei","Hardy, 1981","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,NA
"10434","Atelomycterus erdmanni",NA,NA,NA,NA,"Fahmi &amp; White, 2015","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.5009999847,32.5
"10435","Rhinobatos manai",NA,NA,NA,NA,"White, Last &amp; Naylor, 2016","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.7309999847,240.5
"10436","Anguilla marmorata","Anguilla","Anguillidae","Anguilliformes","Teleostei","Quoy &amp; Gaimard, 1824","1",NA,NA,NA,NA,NA,NA,20500,"demersal",0.7,200.5
"10437","Scorpaena porcus","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Linnaeus, 1758","1",4.6,17.5,33.1628,108,"carnivorous",3.9,870,"demersal",0.235,12.5
"10438","Dipturus lamillai",NA,NA,NA,NA,"Concha, Caira, Ebert &amp; Pompert, 2019","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.9419999695,338.5
"10439","Genicanthus semicinctus","Genicanthus","Pomacanthidae","Perciformes","Teleostei","(Waite, 1900)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.21,55
"10440","Acanthogobius hasta","Acanthogobius","Gobiidae","Perciformes","Teleostei","(Temminck &amp; Schlegel, 1845)","1",NA,NA,NA,NA,NA,NA,400,"demersal",0.5,NA
"10441","Callorhinchus capensis","Callorhinchus","Callorhinchidae","Chimaeriformes","Chondrichthyes","Dum<e9>ril, 1865","1",3.9,16.8,NA,NA,NA,3.4,5250,"demersal",1.22,NA
"10442","Psammobatis normani","Psammobatis","Arhynchobatidae","Rajiformes","Chondrichthyes","McEachran, 1983","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"10443","Bathyraja isotrachys","Bathyraja","Arhynchobatidae","Rajiformes","Chondrichthyes","(G<fc>nther, 1877)","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.7619999695,1185
"10444","Aspericorvina jubata","Aspericorvina","Sciaenidae","Perciformes","Teleostei","(Bleeker, 1855)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.16,NA
"10445","Atrobucca brevis","Atrobucca","Sciaenidae","Perciformes","Teleostei","Sasaki & Kailola, 1988","1",1.5,5.4,3.55,11,NA,NA,NA,"benthopelagic",0.26,NA
"10446","Austronibea oedogenys","Austronibea","Sciaenidae","Perciformes","Teleostei","Trewavas, 1977","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,NA
"10447","Johnius australis","Johnius","Sciaenidae","Perciformes","Teleostei","(G<fc>nther, 1880)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.23,NA
"10448","Johnius carutta","Johnius","Sciaenidae","Perciformes","Teleostei","Bloch, 1793","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,NA
"10449","Johnius macropterus","Johnius","Sciaenidae","Perciformes","Teleostei","(Bleeker, 1853)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,15.5
"10450","Johnius macrorhynus","Johnius","Sciaenidae","Perciformes","Teleostei","(Mohan, 1976)","1",1.1,3.9,17.22,54,NA,NA,NA,"benthopelagic",0.3,NA
"10451","Johnius plagiostoma","Johnius","Sciaenidae","Perciformes","Teleostei","(Bleeker, 1849)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1,NA
"10452","Johnius trachycephalus","Johnius","Sciaenidae","Perciformes","Teleostei","(Bleeker, 1851)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.13,NA
"10453","Larimichthys pamoides","Larimichthys","Sciaenidae","Perciformes","Teleostei","(Munro, 1964)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.135,25.5
"10454","Nibea leptolepis","Nibea","Sciaenidae","Perciformes","Teleostei","(Ogilby, 1918)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.22,NA
"10455","Nibea microgenys","Nibea","Sciaenidae","Perciformes","Teleostei","Sasaki, 1992","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.23,NA
"10456","Nibea soldado","Nibea","Sciaenidae","Perciformes","Teleostei","(Lacep<e8>de, 1802)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,20.5
"10457","Nibea squamosa","Nibea","Sciaenidae","Perciformes","Teleostei","Sasaki, 1992","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.65,NA
"10458","Panna microdon","Panna","Sciaenidae","Perciformes","Teleostei","(Bleeker, 1849)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,NA
"10459","Paranibea semiluctuosa","Paranibea","Sciaenidae","Perciformes","Teleostei","(Cuvier, 1830)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4,NA
"10460","Pennahia anea","Pennahia","Sciaenidae","Perciformes","Teleostei","(Bloch, 1793)","1",1,3.5,36,73,NA,4,NA,"demersal",0.3,NA
"10461","Pennahia pawak","Pennahia","Sciaenidae","Perciformes","Teleostei","(Lin, 1940)","1",1.3,4.6,16.2,15,NA,3.3,NA,"benthopelagic",0.22,NA
"10462","Johnius weberi",NA,NA,NA,NA,"Hardenberg, 1936","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.14,NA
"10463","Dussumieria acuta","Dussumieria","Clupeidae","Clupeiformes","Teleostei","Valenciennes, 1847","1",NA,NA,NA,NA,"carnivorous",3.4,NA,"pelagic-neritic",0.15,10.5
"10464","Etmopterus schultzi","Etmopterus","Etmopteridae","Squaliformes","Chondrichthyes","Bigelow, Schroeder &amp; Springer, 1953","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.27,600
"10465","Bathyraja cousseauae",NA,NA,NA,NA,"D<ed>az de Astarloa &amp; Mabraga<f1>a, 2004","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.86,201.5
"10466","Galeus piperatus","Galeus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes","Springer &amp; Wagner, 1966","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.29,800.5
"10467","Psammobatis rudis","Psammobatis","Arhynchobatidae","Rajiformes","Chondrichthyes","G<fc>nther, 1870","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"10468","Tetronarce tremens",NA,NA,NA,NA,"(de Buen, 1959)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.9,350
"10469","Schroederobatis americana",NA,NA,NA,NA,"(Bigelow &amp; Schroeder, 1962)","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4,550
"10470","Urobatis jamaicensis","Urobatis","Urolophidae","Myliobatiformes","Chondrichthyes","(Cuvier, 1816)","1",7.1,31.8,29.4191112518,63,NA,3.6,NA,"reef-associated",0.76,NA
"10471","Squalus clarkae",NA,NA,NA,NA,"Pfleger, Grubbs, Cotton &amp; Daly-Engel, 2018","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.55,427.5
"10472","Gymnura lessae",NA,NA,NA,NA,"Yokota &amp; Carvalho, 2017","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6090000153,NA
"10473","Pristiophorus cirratus","Pristiophorus","Pristiophoridae","Pristiophoriformes","Chondrichthyes","(Latham, 1794)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",1.37,173.5
"10474","Hexanchus griseus","Hexanchus","Hexanchidae","Hexanchiformes","Chondrichthyes","(Bonnaterre, 1788)","2",0.1,0,133.849998474,358,"carnivorous",4.5,590000,"bathydemersal",4,1000.5
"10475","Somniosus pacificus","Somniosus","Somniosidae","Squaliformes","Chondrichthyes","Bigelow &amp; Schroeder, 1944","2",0.1,0,105.677251816,179,NA,4.2,NA,"benthopelagic",4.4,NA
"10476","Mustelus norrisi","Mustelus","Triakidae","Carcharhiniformes","Chondrichthyes","Springer, 1939","2",3.1,14.4,24.4191112518,30,NA,3.9,13780,"demersal",1.1,NA
"10477","Carcharhinus isodon","Carcharhinus","Carcharhinidae","Carcharhiniformes","Chondrichthyes","(M<fc>ller &amp; Henle, 1839)","2",1.6,7.1,40.1230020523,188,NA,4.2,NA,"demersal",1.9,NA
"10478","Carcharhinus altimus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Chondrichthyes","(Springer, 1950)","2",5,26.4,71.9016990662,312,"carnivorous",4.5,167800,"reef-associated",2.75,195
"10479","Dentex angolensis","Dentex","Sparidae","Perciformes","Teleostei","Poll &amp; Maul, 1953","2",NA,NA,NA,NA,NA,NA,NA,"demersal",0.37,157.5
"10480","Stenotomus chrysops","Stenotomus","Sparidae","Perciformes","Teleostei","(Linnaeus, 1766)","2",2.7,10.5,21.4233,25,NA,3.9,2060,"demersal",0.46,NA
"10481","Chrysoblephus laticeps","Chrysoblephus","Sparidae","Perciformes","Teleostei","(Valenciennes, 1830)","2",NA,NA,NA,NA,NA,NA,4200,"demersal",0.5,50.5
"10482","Acanthopagrus chinshira",NA,NA,NA,NA,"Kume &amp; Yoshino, 2008","2",2.5,9.1,NA,NA,NA,NA,NA,"pelagic-neritic",0.204,NA
"10483","Chrysoblephus anglicus","Chrysoblephus","Sparidae","Perciformes","Teleostei","(Gilchrist &amp; Thompson, 1908)","2",6.9,32,10.4437,17,NA,3.4,6600,"reef-associated",1,NA
"10484","Lithognathus aureti","Lithognathus","Sparidae","Perciformes","Teleostei","Smith, 1962","2",NA,NA,NA,NA,NA,NA,19300,"benthopelagic",1,NA
"10485","Pachymetopon grande","Pachymetopon","Sparidae","Perciformes","Teleostei","G<fc>nther, 1859","2",NA,NA,NA,NA,NA,NA,NA,"demersal",0.65,NA
"10486","Sparodon durbanensis","Sparodon","Sparidae","Perciformes","Teleostei","(Castelnau, 1861)","2",6.9,32,7.1989,15,NA,3.4,NA,"demersal",1.2,NA
"10487","Argyrozona argyrozona","Argyrozona","Sparidae","Perciformes","Teleostei","(Valenciennes, 1830)","2",NA,NA,NA,NA,NA,NA,3500,"benthopelagic",0.9,110
"10488","Pagellus bogaraveo","Pagellus","Sparidae","Perciformes","Teleostei","(Br<fc>nnich, 1768)","2",7.4,31.4,24.21,51,"carnivorous",4.2,4000,"benthopelagic",0.55,165
"10489","Poeciliopsis latidens","Poeciliopsis","Poeciliidae","Cyprinodontiformes","Teleostei","(Garman, 1895)","2",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.05,NA
"10490","Enneapterygius leucopunctatus",NA,NA,NA,NA,"Shen, 1994","2",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03559999943,6
"10491","Gobiodon brochus","Gobiodon","Gobiidae","Perciformes","Teleostei","Harold &amp; Winterbottom, 1999","2",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02549999952,NA
"10492","Gobiodon acicularis","Gobiodon","Gobiidae","Perciformes","Teleostei","Harold &amp; Winterbottom, 1995","2",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03900000095,NA
"10493","Bryaninops natans","Bryaninops","Gobiidae","Perciformes","Teleostei","Larson, 1985","2",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.025,17
