"","genus_species","genus","family","order","class","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num","iucn_text"
"13017","Nettastoma syntresis","Nettastoma","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.55,320.5,"Not Evaluated"
"13018","Nettenchelys dionisi","Nettenchelys","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.62,375,"Not Evaluated"
"13019","Nettenchelys erroriensis","Nettenchelys","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,407.5,"Not Evaluated"
"13020","Nettenchelys exoria","Nettenchelys","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4670000076,385.5,"Not Evaluated"
"13021","Nettenchelys gephyra","Nettenchelys","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13022","Nettenchelys inion","Nettenchelys","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4229999924,494.5,"Not Evaluated"
"13023","Nettenchelys taylori","Nettenchelys","Nettastomatidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13024","Nezumia aspidentata","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2,NA,"Not Evaluated"
"13025","Nezumia brevibarbata","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.26,1143,"Not Evaluated"
"13026","Nezumia brevirostris","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13027","Nezumia burragei","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.35,571,"Not Evaluated"
"13028","Nezumia cliveri","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.26,987.5,"Not Evaluated"
"13029","Nezumia condylura","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.21,460,"Not Evaluated"
"13030","Nezumia convergens","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3,1235,"Not Evaluated"
"13031","Nezumia ectenes","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13032","Nezumia evides","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13033","Nezumia holocentra","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1810000038,624.5,"Not Evaluated"
"13034","Nezumia infranudis","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13035","Nezumia investigatoris","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,625,"Not Evaluated"
"13036","Nezumia kamoharai","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.38,NA,"Not Evaluated"
"13037","Nezumia kapala","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.41,1042.5,"Not Evaluated"
"13038","Nezumia kensmithi","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.3979999924,NA,"Not Evaluated"
"13039","Nezumia latirostrata","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.23,994.5,"Not Evaluated"
"13040","Nezumia leucoura","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.23,771,"Not Evaluated"
"13041","Nezumia liolepis","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3,1214,"Not Evaluated"
"13042","Nezumia merretti","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.245,727,"Not Evaluated"
"13043","Nezumia namatahi","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.35,NA,"Not Evaluated"
"13044","Nezumia obliquata","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.3979999924,1099.5,"Not Evaluated"
"13045","Nezumia orbitalis","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2,661.5,"Not Evaluated"
"13046","Nezumia parini","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.23,NA,"Not Evaluated"
"13047","Nezumia polylepis","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1430000019,569.5,"Not Evaluated"
"13048","Nezumia propinqua","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.27,566.5,"Not Evaluated"
"13049","Nezumia proxima","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.37,632.5,"Not Evaluated"
"13050","Nezumia pudens","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4,909,"Not Evaluated"
"13051","Nezumia pulchella","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3,605,"Not Evaluated"
"13052","Nezumia semiquincunciata","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.27,NA,"Not Evaluated"
"13053","Nezumia soela","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.35,1165,"Not Evaluated"
"13054","Nezumia spinosa","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.28,730,"Not Evaluated"
"13055","Nezumia stelgidolepis","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.45,593,"Not Evaluated"
"13056","Nezumia tinro","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.36,1320,"Not Evaluated"
"13057","Nezumia toi","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,955,"Not Evaluated"
"13058","Nezumia tomiyamai","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.35,NA,"Not Evaluated"
"13059","Nezumia umbracincta","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.385,1000,"Not Evaluated"
"13060","Nezumia ventralis","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3279999924,696.5,"Not Evaluated"
"13061","Nezumia wularnia","Nezumia","Macrouridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.37,910,"Not Evaluated"
"13062","Nomorhamphus brembachi","Nomorhamphus","Hemiramphidae","Beloniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.06199999809,NA,"Not Evaluated"
"13063","Normanichthys crockeri","Normanichthys","Normanichthyidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.11,NA,"Not Evaluated"
"13064","Ocosia apia","Ocosia","Scorpaenidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05320000172,189.5,"Not Evaluated"
"13065","Ocosia fasciata","Ocosia","Scorpaenidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06,165.5,"Not Evaluated"
"13066","Ocosia spinosa","Ocosia","Scorpaenidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13067","Ocosia vespa","Ocosia","Scorpaenidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08,83,"Not Evaluated"
"13068","Ocynectes maschalis","Ocynectes","Cottidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,NA,"Not Evaluated"
"13069","Ocynectes modestus","Ocynectes","Cottidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07,NA,"Not Evaluated"
"13070","Ophichthus megalops","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3320000076,NA,"Not Evaluated"
"13071","Ophichthus menezesi","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13072","Ophichthus mystacinus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4290000153,597.5,"Not Evaluated"
"13073","Ophichthus omorgmus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13074","Ophichthus polyophthalmus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.625,13.5,"Not Evaluated"
"13075","Ophichthus roseus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13076","Normichthys yahganorum","Normichthys","Platytroctidae","Osmeriformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.1639999962,1000,"Not Evaluated"
"13077","Notacanthus abbotti","Notacanthus","Notacanthidae","Albuliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,551.5,"Not Evaluated"
"13078","Notacanthus indicus","Notacanthus","Notacanthidae","Albuliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.2,1003,"Not Evaluated"
"13079","Notacanthus sexspinis","Notacanthus","Notacanthidae","Albuliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.6,830,"Not Evaluated"
"13080","Notacanthus spinosus","Notacanthus","Notacanthidae","Albuliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13081","Notesthes robusta","Notesthes","Scorpaenidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,NA,"Not Evaluated"
"13082","Notocheirus hubbsi","Notocheirus","Notocheiridae","Atheriniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13083","Notograptus gregoryi","Notograptus","Notograptidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,NA,"Not Evaluated"
"13084","Notoliparis kermadecensis","Notoliparis","Liparidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2579999924,6960.5,"Not Evaluated"
"13085","Notoliparis kurchatovi","Notoliparis","Liparidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1080000019,NA,"Not Evaluated"
"13086","Notoliparis macquariensis","Notoliparis","Liparidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.08800000191,5405,"Not Evaluated"
"13087","Notolycodes schmidti","Notolycodes","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3859999847,600,"Not Evaluated"
"13088","Notophycis fitchi","Notophycis","Moridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,575,"Not Evaluated"
"13089","Notophycis marginata","Notophycis","Moridae","Gadiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.24,NA,"Not Evaluated"
"13090","Notothenia coriiceps","Notothenia","Nototheniidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.62,275,"Not Evaluated"
"13091","Notothenia cyanobrancha","Notothenia","Nototheniidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,NA,"Not Evaluated"
"13092","Notothenia neglecta","Notothenia","Nototheniidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.45,48,"Not Evaluated"
"13093","Notothenia rossii","Notothenia","Nototheniidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,10000,"demersal",0.92,177.5,"Not Evaluated"
"13094","Notothenia trigramma","Notothenia","Nototheniidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13095","Nototheniops tchizh","Nototheniops","Nototheniidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,300,"Not Evaluated"
"13096","Novaculoides macrolepidotus","Novaculoides","Labridae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.16,14,"Not Evaluated"
"13097","Nudiantennarius subteres","Nudiantennarius","Antennariidae","Lophiiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,65.5,"Not Evaluated"
"13098","Occella dodecaedron","Occella","Agonidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2160000038,162.5,"Not Evaluated"
"13099","Occella iburia","Occella","Agonidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2120000076,210.5,"Not Evaluated"
"13100","Occella kasawae","Occella","Agonidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,76,"Not Evaluated"
"13101","Occella kuronumai","Occella","Agonidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13102","Odontamblyopus lacepedii","Odontamblyopus","Gobiidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.3029999924,NA,"Not Evaluated"
"13103","Odontamblyopus rebecca","Odontamblyopus","Gobiidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1410000038,NA,"Not Evaluated"
"13104","Odontanthias dorsomaculatus","Odontanthias","Serranidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1339999962,155,"Not Evaluated"
"13105","Odonteleotris canina","Odonteleotris","Eleotridae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,"Not Evaluated"
"13106","Odonteleotris polylepis","Odonteleotris","Eleotridae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13107","Odontesthes nigricans","Odontesthes","Atherinopsidae","Atheriniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.2160000038,NA,"Not Evaluated"
"13108","Odontesthes platensis","Odontesthes","Atherinopsidae","Atheriniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1189999962,NA,"Not Evaluated"
"13109","Odontopyxis trispinosa","Odontopyxis","Agonidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.095,191,"Not Evaluated"
"13110","Ogilbyina novaehollandiae","Ogilbyina","Pseudochromidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,NA,"Not Evaluated"
"13111","Ogilbyina queenslandiae","Ogilbyina","Pseudochromidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.15,10.5,"Not Evaluated"
"13112","Oidiphorus brevis","Oidiphorus","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.115,517.5,"Not Evaluated"
"13113","Oligocottus rimensis","Oligocottus","Cottidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06400000095,NA,"Not Evaluated"
"13114","Oligocottus rubellio","Oligocottus","Cottidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,NA,"Not Evaluated"
"13115","Oligocottus snyderi","Oligocottus","Cottidae","Scorpaeniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08899999619,NA,"Not Evaluated"
"13116","Oncopterus darwinii","Oncopterus","Rhombosoleidae","Pleuronectiformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3035000038,50,"Not Evaluated"
"13117","Oncorhynchus clarkii","Oncorhynchus","Salmonidae","Salmoniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,18600,"demersal",0.99,100,"Not Evaluated"
"13118","Oncorhynchus masou","Oncorhynchus","Salmonidae","Salmoniformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,10000,"benthopelagic",0.79,100,"Not Evaluated"
"13119","Opaeophacus acrogeneius","Opaeophacus","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1530000019,650,"Not Evaluated"
"13120","Ophichthus aphotistos","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,693,"Not Evaluated"
"13121","Ophichthus apicalis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.45,11,"Not Evaluated"
"13122","Ophichthus arneutes","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3060000038,495.5,"Not Evaluated"
"13123","Ophichthus asakusae","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.7,NA,"Not Evaluated"
"13124","Ophichthus bonaparti","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.75,NA,"Not Evaluated"
"13125","Ophichthus brachynotopterus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4609999847,467.5,"Not Evaluated"
"13126","Ophichthus brasiliensis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13127","Ophichthus brevicaudatus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13128","Ophichthus celebicus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13129","Ophichthus cephalozona","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",1.15,15.5,"Not Evaluated"
"13130","Ophichthus cruentifer","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4670000076,130,"Not Evaluated"
"13131","Ophichthus echeloides","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.51,288,"Not Evaluated"
"13132","Ophichthus erabo","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.72,NA,"Not Evaluated"
"13133","Ophichthus exourus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.6690000153,460,"Not Evaluated"
"13134","Ophichthus fowleri","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.92,77.5,"Not Evaluated"
"13135","Ophichthus genie","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3370000076,465,"Not Evaluated"
"13136","Ophichthus grandoculis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13137","Ophichthus kunaloa","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4729999924,347.5,"Not Evaluated"
"13138","Ophichthus limkouensis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13139","Ophichthus macrochir","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.92,12.5,"Not Evaluated"
"13140","Ophichthus macrops","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13141","Ophichthus manilensis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13142","Ophichthus marginatus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.47,NA,"Not Evaluated"
"13143","Ophichthus rotundus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.7930000305,NA,"Not Evaluated"
"13144","Ophichthus rutidoderma","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.95,NA,"Not Evaluated"
"13145","Ophichthus serpentinus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.68,362.5,"Not Evaluated"
"13146","Ophichthus singapurensis","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13147","Ophichthus stenopterus","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13148","Ophichthus tchangi","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13149","Ophichthus tetratrema","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,850,"Not Evaluated"
"13150","Ophichthus tsuchidae","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.5,NA,"Not Evaluated"
"13151","Ophichthus unicolor","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,NA,"Not Evaluated"
"13152","Ophichthus woosuitingi","Ophichthus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13153","Ophiogobius jenynsi","Ophiogobius","Gobiidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13154","Ophioscion adustus","Ophioscion","Sciaenidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Not Evaluated"
"13155","Ophisurus macrorhynchos","Ophisurus","Ophichthidae","Anguilliformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",1.4,NA,"Not Evaluated"
"13156","Ophthalmolycus campbellensis","Ophthalmolycus","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1569999981,258,"Not Evaluated"
"13157","Ophthalmolycus chilensis","Ophthalmolycus","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2710000038,NA,"Not Evaluated"
"13158","Ophthalmolycus conorhynchus","Ophthalmolycus","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.23,NA,"Not Evaluated"
"13159","Ophthalmolycus macrops","Ophthalmolycus","Zoarcidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1460000038,312.5,"Not Evaluated"
"13160","Opisthocentrus ocellatus","Opisthocentrus","Stichaeidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,167.5,"Not Evaluated"
"13161","Opistognathus brasiliensis","Opistognathus","Opistognathidae","Perciformes","Teleostei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1292000008,59.5,"Not Evaluated"
